한글명,추가명,종목코드,표준코드,시장
싸이맥스,,160980,KR7160980009,KOSDAQ
싸이버원,,356890,KR7356890004,KOSDAQ
싸이토젠,,217330,KR7217330000,KOSDAQ
써니전자,,004770,KR7004770004,KOSPI
썬테크,,217320,KR7217320001,KONEX
썸에이지,,208640,KR7208640003,KOSDAQ
쎄노텍,,222420,KR7222420002,KOSDAQ
쎄니트,,037760,KR7037760006,KOSDAQ
쎄크,,081180,KR7081180002,KOSDAQ
쎄트렉아이,,099320,KR7099320004,KOSDAQ
쎌바이오텍,,049960,KR7049960008,KOSDAQ
쏘닉스,,088280,KR7088280003,KOSDAQ
쏘카,,403550,KR7403550007,KOSPI
쏠리드,,050890,KR7050890003,KOSDAQ
쓰리빌리언,,394800,KR7394800007,KOSDAQ
쓰리에이로직스,,177900,KR7177900008,KOSDAQ
씨메스,,475400,KR7475400008,KOSDAQ
씨싸이트,,109670,KR7109670000,KOSDAQ
씨씨에스,,066790,KR7066790007,KOSDAQ
씨아이에스,,222080,KR7222080004,KOSDAQ
씨아이테크,,004920,KR7004920005,KOSPI
씨알푸드,,236030,KR7236030003,KONEX
씨앗,,103660,KR7103660007,KONEX
씨앤씨인터내셔널,씨앤씨인터,352480,KR7352480008,KOSDAQ
씨앤에스링크,,245450,KR7245450002,KONEX
씨앤지하이테크,,264660,KR7264660002,KOSDAQ
씨앤투스,,352700,KR7352700009,KOSDAQ
씨어스테크놀로지,,458870,KR7458870003,KOSDAQ
씨에스베어링,CS베어링,297090,KR7297090003,KOSDAQ
씨에스윈드,CS윈드/CS 윈드,112610,KR7112610001,KOSPI
씨엔알리서치,,359090,KR7359090008,KOSDAQ
씨엔플러스,,115530,KR7115530008,KOSDAQ
씨엠티엑스,,388210,KR7388210007,KOSDAQ
씨유메디칼,,115480,KR7115480006,KOSDAQ
씨유테크,,376290,KR7376290003,KOSDAQ
씨이랩,,189330,KR7189330004,KOSDAQ
씨젠,,096530,KR7096530001,KOSDAQ
씨케이솔루션,CK솔루션,480370,KR7480370006,KOSPI
씨큐브,,101240,KR7101240000,KOSDAQ
씨티씨바이오,CTC바이오,060590,KR7060590007,KOSDAQ
씨티알모빌리티,CTR모빌리티/CTR 모빌리티,308170,KR7308170000,KOSPI
씨티케이,,260930,KR7260930003,KOSDAQ
씨피시스템,CP시스템,413630,KR7413630005,KOSDAQ
아가방컴퍼니,,013990,KR7013990007,KOSDAQ
아나패스,,123860,KR7123860009,KOSDAQ
아난티,,025980,KR7025980004,KOSDAQ
아남전자,,008700,KR7008700007,KOSPI
아로마티카,,0015N0,KR70015N0000,KOSDAQ
아모그린텍,,125210,KR7125210005,KOSDAQ
아모레퍼시픽,아모레,090430,KR7090430000,KOSPI
아모레퍼시픽우,,090435,KR7090431008,KOSPI
아모레퍼시픽홀딩스,,002790,KR7002790004,KOSPI
아모레퍼시픽홀딩스3우C,,00279K,KR700279K010,KOSPI
아모레퍼시픽홀딩스우,,002795,KR7002791002,KOSPI
아모센스,,357580,KR7357580000,KOSDAQ
아모텍,,052710,KR7052710001,KOSDAQ
아미노로직스,,074430,KR7074430000,KOSDAQ
아미코젠,,092040,KR7092040005,KOSDAQ
아바코,,083930,KR7083930008,KOSDAQ
아바텍,,149950,KR7149950008,KOSDAQ
아비코전자,,036010,KR7036010007,KOSDAQ
아세아,,002030,KR7002030005,KOSPI
아세아시멘트,,183190,KR7183190008,KOSPI
아세아제지,,002310,KR7002310001,KOSPI
아세아텍,,050860,KR7050860006,KOSDAQ
아센디오,,012170,KR7012170007,KOSPI
아셈스,,136410,KR7136410008,KOSDAQ
아스타,,246720,KR7246720007,KOSDAQ
아스테라시스,,450950,KR7450950001,KOSDAQ
아스트,,067390,KR7067390005,KOSDAQ
아스플로,,159010,KR7159010008,KOSDAQ
아시아경제,,127710,KR7127710002,KOSDAQ
아시아나IDT,,267850,KR7267850006,KOSPI
아시아나항공,,020560,KR7020560009,KOSPI
아시아종묘,,154030,KR7154030001,KOSDAQ
아우딘퓨쳐스,,227610,KR7227610003,KOSDAQ
아우토크립트,,331740,KR7331740001,KOSDAQ
아이디스,,143160,KR7143160000,KOSDAQ
아이디스홀딩스,IDS홀딩스,054800,KR7054800008,KOSDAQ
아이디피,,332370,KR7332370006,KOSDAQ
아이로보틱스,,066430,KR7066430000,KOSDAQ
아이마켓코리아,,122900,KR7122900004,KOSPI
아이비김영,,339950,KR7339950008,KOSDAQ
아이비젼웍스,,469750,KR7469750004,KOSDAQ
아이빔테크놀로지,,460470,KR7460470008,KOSDAQ
아이센스,,099190,KR7099190001,KOSDAQ
아이스크림미디어,,461300,KR7461300006,KOSDAQ
아이스크림에듀,,289010,KR7289010001,KOSDAQ
아이쓰리시스템,,214430,KR7214430001,KOSDAQ
아이씨디,,040910,KR7040910002,KOSDAQ
아이씨에이치,,368600,KR7368600003,KOSDAQ
아이씨티케이,,456010,KR7456010008,KOSDAQ
아이앤씨,,052860,KR7052860004,KOSDAQ
아이언디바이스,,464500,KR7464500008,KOSDAQ
아이에스동서,,010780,KR7010780005,KOSPI
아이에스티이,,212710,KR7212710008,KOSDAQ
아이에이,,038880,KR7038880001,KOSDAQ
아이엘,,307180,KR7307180000,KOSDAQ
아이엘로보틱스,,403810,KR7403810005,KONEX
아이엠,,101390,KR7101390003,KOSDAQ
아이엠비디엑스,,461030,KR7461030009,KOSDAQ
아이엠에셋 200,,0007N0,KR70007N0000,KOSPI
아이엠지티,,456570,KR7456570001,KONEX
아이엠티,,451220,KR7451220008,KOSDAQ
아이오바이오,,447690,KR7447690009,KONEX
아이윈,,090150,KR7090150004,KOSDAQ
아이윈플러스,,123010,KR7123010001,KOSDAQ
아이즈비전,,031310,KR7031310006,KOSDAQ
아이지넷,,462980,KR7462980004,KOSDAQ
아이진,,185490,KR7185490000,KOSDAQ
아이컴포넌트,,059100,KR7059100008,KOSDAQ
아이케이세미콘,,149010,KR7149010001,KONEX
아이퀘스트,,262840,KR7262840002,KOSDAQ
아이큐어,,175250,KR7175250000,KOSDAQ
아이크래프트,,052460,KR7052460003,KOSDAQ
아이텍,,119830,KR7119830008,KOSDAQ
아이톡시,,052770,KR7052770005,KOSDAQ
아이티센글로벌,,124500,KR7124500000,KOSDAQ
아이티센씨티에스,,031820,KR7031820004,KOSPI
아이티센엔텍,,010280,KR7010280006,KOSDAQ
아이티센코어,,243870,KR7243870003,KONEX
아이티센피엔에스,,232830,KR7232830000,KOSDAQ
아이티아이즈,,372800,KR7372800003,KOSDAQ
아이티엠반도체,,084850,KR7084850007,KOSDAQ
아이티켐,,309710,KR7309710002,KOSDAQ
아이패밀리에스씨,,114840,KR7114840002,KOSDAQ
아주IB투자,,027360,KR7027360007,KOSDAQ
아주스틸,,139990,KR7139990006,KOSPI
아즈텍WB,,032080,KR7032080004,KOSDAQ
아진산업,,013310,KR7013310008,KOSDAQ
아진엑스텍,,059120,KR7059120006,KOSDAQ
아진전자부품,,009320,KR7009320003,KOSPI
아크릴,,0007C0,KR70007C0003,KOSDAQ
아크솔루션스,,203690,KR7203690003,KOSDAQ
아톤,,158430,KR7158430009,KOSDAQ
아티스트스튜디오,,200350,KR7200350007,KOSDAQ
아티스트컴퍼니,,321820,KR7321820003,KOSDAQ
아퓨어스,,149300,KR7149300006,KONEX
아하,,102950,KR7102950003,KONEX
안국약품,,001540,KR7001540004,KOSDAQ
안랩,,053800,KR7053800009,KOSDAQ
안지오랩,,251280,KR7251280004,KONEX
안트로젠,,065660,KR7065660003,KOSDAQ
알로이스,,297570,KR7297570004,KOSDAQ
알루코,,001780,KR7001780006,KOSPI
알리코제약,,260660,KR7260660006,KOSDAQ
알멕,,354320,KR7354320004,KOSDAQ
알비더블유,RBW,361570,KR7361570005,KOSDAQ
알서포트,,131370,KR7131370009,KOSDAQ
알에스오토메이션,RW오토메이션,140670,KR7140670001,KOSDAQ
알에프세미,RF세미,096610,KR7096610001,KOSDAQ
알에프텍,,061040,KR7061040002,KOSDAQ
알엔투테크놀로지,,148250,KR7148250004,KOSDAQ
알지노믹스,,476830,KR7476830005,KOSDAQ
알체라,,347860,KR7347860009,KOSDAQ
알테오젠,,196170,KR7196170005,KOSDAQ
알톤,,123750,KR7123750002,KOSDAQ
알트,,459550,KR7459550000,KOSDAQ
알티캐스트,,085810,KR7085810000,KOSDAQ
알파AI,,043100,KR7043100007,KOSDAQ
알파칩스,,117670,KR7117670000,KOSDAQ
알피바이오,,314140,KR7314140005,KOSDAQ
압타머사이언스,,291650,KR7291650000,KOSDAQ
압타바이오,,293780,KR7293780003,KOSDAQ
애경산업,,018250,KR7018250001,KOSPI
애경케미칼,,161000,KR7161000005,KOSPI
애니메디솔루션,,390110,KR7390110005,KONEX
애니플러스,,310200,KR7310200001,KOSDAQ
애드바이오텍,,179530,KR7179530001,KOSDAQ
애드포러스,,397810,KR7397810003,KOSDAQ
액토즈소프트,,052790,KR7052790003,KOSDAQ
액트로,,290740,KR7290740000,KOSDAQ
앤디포스,,238090,KR7238090005,KOSDAQ
앤로보틱스,,138360,KR7138360003,KOSDAQ
앤씨앤,,092600,KR7092600006,KOSDAQ
앱코,,129890,KR7129890000,KOSDAQ
앱클론,,174900,KR7174900001,KOSDAQ
앱토크롬,,109960,KR7109960005,KOSDAQ
앱튼,,270520,KR7270520000,KOSDAQ
야스,,255440,KR7255440000,KOSDAQ
양지사,,030960,KR7030960009,KOSDAQ
어보브반도체,,102120,KR7102120003,KOSDAQ
얼라인드,,238120,KR7238120000,KOSDAQ
엄지하우스,,224810,KR7224810002,KONEX
에너토크,,019990,KR7019990001,KOSDAQ
에넥스,,011090,KR7011090008,KOSPI
에르코스,,435570,KR7435570007,KOSDAQ
에브리봇,,270660,KR7270660004,KOSDAQ
에셋플러스 글로벌다이나믹시니어액티브,,462340,KR7462340001,KOSPI
에셋플러스 글로벌대장장이액티브,,433220,KR7433220001,KOSPI
에셋플러스 글로벌영에이지액티브,,451150,KR7451150007,KOSPI
에셋플러스 글로벌일등기업포커스10액티브,,477490,KR7477490007,KOSPI
에셋플러스 글로벌플랫폼액티브,,407830,KR7407830009,KOSPI
에셋플러스 인도일등기업포커스20액티브,,0002C0,KR70002C0008,KOSPI
에셋플러스 차이나일등기업포커스10액티브,,474920,KR7474920006,KOSPI
에셋플러스 코리아대장장이액티브,,442090,KR7442090007,KOSPI
에셋플러스 코리아플랫폼액티브,,407820,KR7407820000,KOSPI
에스넷,,038680,KR7038680005,KOSDAQ
에스디바이오센서,,137310,KR7137310009,KOSPI
에스디생명공학,,217480,KR7217480003,KOSDAQ
에스디시스템,,121890,KR7121890008,KOSDAQ
에스바이오메딕스,,304360,KR7304360001,KOSDAQ
에스비비테크,,389500,KR7389500000,KOSDAQ
에스씨디,,042110,KR7042110007,KOSDAQ
에스씨엠생명과학,SCM생명과학,298060,KR7298060005,KOSDAQ
에스아이리소스,,065420,KR7065420002,KOSDAQ
에스알바이오텍,,270210,KR7270210008,KONEX
에스앤더블류,,103230,KR7103230009,KOSDAQ
에스앤디,,260970,KR7260970009,KOSDAQ
에스앤에스텍,S&S TECH,101490,KR7101490001,KOSDAQ
에스에너지,,095910,KR7095910006,KOSDAQ
에스에스알,,275630,KR7275630002,KOSDAQ
에스에이엠티,,031330,KR7031330004,KOSDAQ
에스에이티,,060540,KR7060540002,KOSDAQ
에스에프에이,,056190,KR7056190002,KOSDAQ
에스엔시스,,0008Z0,KR70008Z0005,KOSDAQ
에스엘,,005850,KR7005850003,KOSPI
에스엘에스바이오,SLS바이오,246250,KR7246250005,KOSDAQ
에스엠,,041510,KR7041510009,KOSDAQ
에스엠벡셀,,010580,KR7010580009,KOSPI
에스엠씨지,SMCG,460870,KR7460870009,KOSDAQ
에스엠코어,,007820,KR7007820004,KOSDAQ
에스오에스랩,,464080,KR7464080001,KOSDAQ
에스와이,,109610,KR7109610006,KOSDAQ
에스와이스틸텍,SY스틸텍,365330,KR7365330000,KOSDAQ
에스원,,012750,KR7012750006,KOSPI
에스제이그룹,SJ그룹,306040,KR7306040007,KOSDAQ
에스제이켐,,217910,KR7217910009,KONEX
에스지헬스케어,SG헬스케어,398120,KR7398120006,KOSDAQ
에스케이증권제10호스팩,,457940,KR7457940005,KOSDAQ
에스케이증권제11호스팩,,472230,KR7472230002,KOSDAQ
에스케이증권제12호스팩,,473000,KR7473000008,KOSDAQ
에스케이증권제13호스팩,,473950,KR7473950004,KOSDAQ
에스케이증권제9호스팩,,455910,KR7455910000,KOSDAQ
에스켐,,475660,KR7475660007,KOSDAQ
에스코넥,,096630,KR7096630009,KOSDAQ
에스텍,,069510,KR7069510006,KOSDAQ
에스투더블유,S2W,488280,KR7488280009,KOSDAQ
에스트래픽,,234300,KR7234300002,KOSDAQ
에스티아이,,039440,KR7039440003,KOSDAQ
에스티오,,098660,KR7098660004,KOSDAQ
에스티큐브,,052020,KR7052020005,KOSDAQ
에스티팜,,237690,KR7237690003,KOSDAQ
에스폴리텍,,050760,KR7050760008,KOSDAQ
에스퓨얼셀,,288620,KR7288620008,KOSDAQ
에스피소프트,,443670,KR7443670005,KOSDAQ
에스피시스템스,,317830,KR7317830008,KOSDAQ
에스피지,,058610,KR7058610007,KOSDAQ
에쎈테크,,043340,KR7043340009,KOSDAQ
에쓰씨엔지니어링,SC엔지니어링/SC 엔지니어링,023960,KR7023960008,KOSPI
에어레인,,163280,KR7163280001,KOSDAQ
에어부산,,298690,KR7298690009,KOSPI
에이디테크놀로지,,200710,KR7200710002,KOSDAQ
에이럭스,,475580,KR7475580007,KOSDAQ
에이루트,,096690,KR7096690003,KOSDAQ
에이리츠,,140910,KR7140910001,KOSPI
에이블씨엔씨,ABLE C&C/에이블C&C,078520,KR7078520004,KOSPI
에이비엘바이오,ABL바이오,298380,KR7298380007,KOSDAQ
에이비온,,203400,KR7203400007,KOSDAQ
에이비프로바이오,,195990,KR7195990007,KOSDAQ
에이스침대,ACE침대,003800,KR7003800000,KOSDAQ
에이스테크,ACE테크,088800,KR7088800008,KOSDAQ
에이스토리,,241840,KR7241840008,KOSDAQ
에이아이코리아,,364950,KR7364950006,KOSDAQ
에이에스텍,,453860,KR7453860009,KOSDAQ
에이에프더블류,,312610,KR7312610009,KOSDAQ
에이엔피,,015260,KR7015260003,KOSPI
에이엘티,,172670,KR7172670002,KOSDAQ
에이원알폼,,234070,KR7234070001,KONEX
에이유브랜즈,AU브랜즈,481070,KR7481070001,KOSDAQ
에이전트AI,,060900,KR7060900008,KOSDAQ
에이직랜드,,445090,KR7445090004,KOSDAQ
에이치브이엠,,295310,KR7295310007,KOSDAQ
에이치시티,,072990,KR7072990005,KOSDAQ
에이치엔에스하이텍,H&S하이텍,044990,KR7044990000,KOSDAQ
에이치엘사이언스,HL사이언스,239610,KR7239610009,KOSDAQ
에이치엠넥스,,036170,KR7036170009,KOSDAQ
에이치엠씨제6호스팩,,462020,KR7462020009,KOSDAQ
에이치엠씨제7호스팩,,477340,KR7477340004,KOSDAQ
에이치와이티씨,,148930,KR7148930001,KOSDAQ
에이치케이,,044780,KR7044780005,KOSDAQ
에이치피오,,357230,KR7357230002,KOSDAQ
에이텀,,355690,KR7355690009,KOSDAQ
에이테크솔루션,,071670,KR7071670004,KOSDAQ
에이텍,,045660,KR7045660008,KOSDAQ
에이텍모빌리티,,224110,KR7224110007,KOSDAQ
에이티넘인베스트,,021080,KR7021080007,KOSDAQ
에이팩트,,200470,KR7200470003,KOSDAQ
에이펙스인텍,,207490,KR7207490004,KONEX
에이프로,,262260,KR7262260003,KOSDAQ
에이프로젠,,007460,KR7007460009,KOSPI
에이프로젠바이오로직스,,003060,KR7003060001,KOSPI
에이프릴바이오,,397030,KR7397030008,KOSDAQ
에이플러스에셋,A+에셋,244920,KR7244920005,KOSPI
에이피알,,278470,KR7278470000,KOSPI
에임드바이오,,0009K0,KR70009K0001,KOSDAQ
에치에프알,,230240,KR7230240004,KOSDAQ
에코글로우,,159910,KR7159910009,KOSDAQ
에코마케팅,,230360,KR7230360000,KOSDAQ
에코바이오,,038870,KR7038870002,KOSDAQ
에코볼트,,097780,KR7097780001,KOSDAQ
에코아이,,448280,KR7448280008,KOSDAQ
에코앤드림,,101360,KR7101360006,KOSDAQ
에코캡,,128540,KR7128540002,KOSDAQ
에코프로,,086520,KR7086520004,KOSDAQ
에코프로머티,,450080,KR7450080007,KOSPI
에코프로비엠,,247540,KR7247540008,KOSDAQ
에코프로에이치엔,,383310,KR7383310000,KOSDAQ
에코플라스틱,,038110,KR7038110003,KOSDAQ
에프알텍,,073540,KR7073540007,KOSDAQ
에프앤가이드,FN가이드,064850,KR7064850001,KOSDAQ
에프에스티,,036810,KR7036810000,KOSDAQ
에프엔씨엔터,FNC엔터,173940,KR7173940008,KOSDAQ
에프엔에스테크,FNS테크/FNS 테크,083500,KR7083500009,KOSDAQ
에피바이오텍,,446440,KR7446440000,KONEX
엑사이엔씨,,054940,KR7054940002,KOSDAQ
엑세스바이오,,950130,KR8840090003,KOSDAQ
엑셀세라퓨틱스,,373110,KR7373110006,KOSDAQ
엑셈,,205100,KR7205100001,KOSDAQ
엑스게이트,,356680,KR7356680009,KOSDAQ
엑스큐어,,070300,KR7070300009,KOSDAQ
엑스페릭스,,317770,KR7317770006,KOSDAQ
엑스플러스,,373200,KR7373200005,KOSDAQ
엑시온그룹,,069920,KR7069920007,KOSDAQ
엑시콘,,092870,KR7092870005,KOSDAQ
엑시큐어하이트론,,019490,KR7019490002,KOSPI
엔더블유시,,059180,KR7059180000,KONEX
엔바이오니아,,317870,KR7317870004,KOSDAQ
엔브이에이치코리아,,067570,KR7067570002,KOSDAQ
엔비알모션,,0004V0,KR70004V0003,KOSDAQ
엔비티,,236810,KR7236810008,KOSDAQ
엔솔바이오사이언스,,140610,KR7140610007,KONEX
엔시스,,333620,KR7333620003,KOSDAQ
엔시트론,,101400,KR7101400000,KOSDAQ
엔씨소프트,NC소프트,036570,KR7036570000,KOSPI
엔알비,,475230,KR7475230009,KOSDAQ
엔에스엠,,238170,KR7238170005,KONEX
엔에스컴퍼니,,224760,KR7224760009,KONEX
엔에이치스팩29호,,451700,KR7451700009,KOSDAQ
엔에이치스팩30호,,466910,KR7466910007,KOSDAQ
엔에이치스팩31호,,481890,KR7481890002,KOSDAQ
엔에이치스팩32호,,0054V0,KR70054V0002,KOSDAQ
엔에프씨,,265740,KR7265740001,KOSDAQ
엔젠바이오,,354200,KR7354200008,KOSDAQ
엔젤로보틱스,,455900,KR7455900001,KOSDAQ
엔젯,,419080,KR7419080007,KOSDAQ
엔지브이아이,,093510,KR7093510006,KONEX
엔지켐생명과학,,183490,KR7183490002,KOSDAQ
엔케이,,085310,KR7085310001,KOSPI
엔케이맥스,NK MAX/NKMAX,182400,KR7182400002,KOSDAQ
엔켐,,348370,KR7348370008,KOSDAQ
엔텔스,,069410,KR7069410009,KOSDAQ
엔투텍,,227950,KR7227950003,KOSDAQ
엔피,,291230,KR7291230001,KOSDAQ
엔피케이,,048830,KR7048830004,KOSDAQ
엘디티,,096870,KR7096870001,KOSDAQ
엘리비젼,,276240,KR7276240009,KONEX
엘앤씨바이오,,290650,KR7290650001,KOSDAQ
엘앤에프,,066970,KR7066970005,KOSPI
엘앤케이바이오,L&K바이오/L&K 바이오,156100,KR7156100000,KOSDAQ
엘에스스팩1호,,0041J0,KR70041J0004,KOSDAQ
엘에이티,,311060,KR7311060008,KONEX
엘엠에스,,073110,KR7073110009,KOSDAQ
엘오티베큠,,083310,KR7083310003,KOSDAQ
엘컴텍,,037950,KR7037950003,KOSDAQ
엘케이켐,,489500,KR7489500009,KOSDAQ
엘티씨,,170920,KR7170920003,KOSDAQ
엠게임,,058630,KR7058630005,KOSDAQ
엠디바이스,,226590,KR7226590008,KOSDAQ
엠로,,058970,KR7058970005,KOSDAQ
엠브레인,,169330,KR7169330008,KOSDAQ
엠씨넥스,,097520,KR7097520001,KOSPI
엠아이큐브솔루션,,373170,KR7373170000,KOSDAQ
엠아이텍,,179290,KR7179290002,KOSDAQ
엠앤씨솔루션,MNC솔루션,484870,KR7484870001,KOSPI
엠에스씨,,009780,KR7009780008,KOSDAQ
엠에스오토텍,MS오토텍,123040,KR7123040008,KOSDAQ
엠에프씨,,432980,KR7432980001,KOSDAQ
엠오티,,413390,KR7413390006,KOSDAQ
엠젠솔루션,,032790,KR7032790008,KOSDAQ
엠케이전자,,033160,KR7033160003,KOSDAQ
엠투아이,,347890,KR7347890006,KOSDAQ
엠투엔,,033310,KR7033310004,KOSDAQ
엠플러스,,259630,KR7259630002,KOSDAQ
엣지파운드리,,105550,KR7105550008,KOSDAQ
영림원소프트랩,,060850,KR7060850005,KOSDAQ
영보화학,,014440,KR7014440002,KOSPI
영우디에스피,,143540,KR7143540003,KOSDAQ
영원무역,,111770,KR7111770004,KOSPI
영원무역홀딩스,,009970,KR7009970005,KOSPI
영진약품,,003520,KR7003520004,KOSPI
영풍,,000670,KR7000670000,KOSPI
영화금속,,012280,KR7012280004,KOSPI
영화테크,,265560,KR7265560003,KOSDAQ
영흥,,012160,KR7012160008,KOSPI
예림당,,036000,KR7036000008,KOSDAQ
예선테크,,250930,KR7250930005,KOSDAQ
예스24,,053280,KR7053280004,KOSDAQ
예스티,,122640,KR7122640006,KOSDAQ
오가노이드사이언스,,476040,KR7476040001,KOSDAQ
오건에코텍,,212310,KR7212310007,KONEX
오공,,045060,KR7045060001,KOSDAQ
오늘이엔엠,,192410,KR7192410009,KOSDAQ
오디텍,,080520,KR7080520000,KOSDAQ
오뚜기,,007310,KR7007310006,KOSPI
오로라,,039830,KR7039830005,KOSDAQ
오로스테크놀로지,,322310,KR7322310004,KOSDAQ
오르비텍,,046120,KR7046120002,KOSDAQ
오름테라퓨틱,,475830,KR7475830006,KOSDAQ
오리엔탈정공,,014940,KR7014940001,KOSDAQ
오리엔트바이오,,002630,KR7002630002,KOSPI
오리엔트정공,,065500,KR7065500001,KOSDAQ
오리온,,271560,KR7271560005,KOSPI
오리온홀딩스,,001800,KR7001800002,KOSPI
오리콤,,010470,KR7010470003,KOSDAQ
오브젠,,417860,KR7417860004,KOSDAQ
오비고,,352910,KR7352910004,KOSDAQ
오상자이엘,,053980,KR7053980009,KOSDAQ
오상헬스케어,,036220,KR7036220002,KOSDAQ
오성첨단소재,,052420,KR7052420007,KOSDAQ
오션스바이오,,332190,KR7332190008,KONEX
오션인더블유,,052300,KR7052300001,KOSDAQ
오스코텍,,039200,KR7039200001,KOSDAQ
오스테오닉,,226400,KR7226400000,KOSDAQ
오스템,,031510,KR7031510001,KOSDAQ
오아,,342870,KR7342870003,KOSDAQ
오에스피,,368970,KR7368970000,KOSDAQ
오이솔루션,,138080,KR7138080007,KOSDAQ
오킨스전자,,080580,KR7080580004,KOSDAQ
오텍,,067170,KR7067170001,KOSDAQ
오토앤,,353590,KR7353590003,KOSDAQ
오파스넷,,173130,KR7173130006,KOSDAQ
오픈놀,,440320,KR7440320000,KOSDAQ
오픈베이스,,049480,KR7049480007,KOSDAQ
오픈엣지테크놀로지,,394280,KR7394280002,KOSDAQ
온코닉테라퓨틱스,,476060,KR7476060009,KOSDAQ
온코크로스,,382150,KR7382150001,KOSDAQ
온타이드,,005320,KR7005320007,KOSPI
올리패스,,244460,KR7244460002,KOSDAQ
올릭스,,226950,KR7226950004,KOSDAQ
옴니시스템,,057540,KR7057540007,KOSDAQ
옵투스제약,,131030,KR7131030009,KOSDAQ
